Site	Date	Bd	MR0.5	MR5.10	Rh	EC	P	OM	Ph	Ca	Mg	Na	K	N	ARA	SoilResp	Hypogastruridae	Onychiuridae	Isotomidae	Entomobridae	Symphypleona	Dermanyssoidea	Rhodacaroidea	Parasitoidea	Uropodoidea	Veigaioidea	Paratydeoidea	Eupodoidea	Tydeoidea	Tetranychoidea	Scutacaroidea	Trombidioidea	Rhagididae	Brachychthonoidea	Eulohmannioidea	Lohmannioidea	Euphthiracaroidea	Crotoniodea	Oppioidea	Hidrozetoidea	Galumnoidea	Oripodoidea	Parhypochthonioidea	Ceratozetoidea	Hermannioidea	Oribatelloidea	Acaroidea	Astigmata	Astigmata_subadult	Aporrectodea_caliginosa	Aporrectodea_rosea	Aporrectodea_trapezoides	Octolasion_cyaneum	Octolasion_tyrtaeum	Octolasion_lacteum	Microscolex_dubius	Microscolex_phosphoreus	Eukerria_stagnalis	Crassiclitellata_subadults
NG	2009-02	1.41	11	9	0.2	2.76	4.17	4.91	9.61	5.74	2.06	1.86	1.41	0.31	0.19	0.07	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-02	1.33	12	12	0.22	1.77	3.36	3.84	9.15	5.62	2.17	1.81	1.4	0.25	0.17	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NG	2009-02	1.54	11.5	19	0.16	3.19	12.1	2.39	8.68	5.9	2	1.73	1.23	0.22	0.02	0.06	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-02	0.8	16	25	0.08	2.72	17.14	1.89	5.98	6.55	1.32	0.93	1.6	0.22	0.14	0.05	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NG	2009-02	1.25	20	23	0.12	1.48	13.75	5.15	6.5	6.15	1.29	0.96	1.52	0.34	0.2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-02	0.96	11	15	0.12	1.88	10.74	1.97	5.83	5.7	1.37	0.82	1.4	0.31	0.16	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-02	1.31	22	25	0.11	1.92	8.3	2.54	6.08	6.75	1.79	1.25	1.1	0.28	0.12	0.02	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
NG	2009-02	1.19	16	21	0.13	1.64	14.3	2.29	7.28	6.55	1.9	1	1.25	0.33	0.16	0.09	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NG	2009-02	0.89	10	12	0.1	0.88	13.56	2.63	5.43	6.35	1.9	1.36	1.23	0.27	0.16	0.09	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	20
NG	2009-05	1.54	11.5	19	0.16	3.19	12.1	2.39	8.68	5.9	2	1.73	1.23	0.22	0.02	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-05	1.31	20	20	0.2	2.82	14.3	2.29	8.1	5.5	2.25	1.74	1.56	0.17	0.14	0.05	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-05	1.46	14.75	14	0.19	3.75	12.6	2.41	8.53	5.65	2.05	2	1.21	0.14	0.03	0.03	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NG	2009-05	1.03	16.5	13	0.25	1.16	13.9	2.54	6.82	6.55	1.8	0.91	1.3	0.33	0	0.07	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
NG	2009-05	1.46	8	16.5	0.17	1.7	13.7	2.62	6.9	6.5	1.9	0.8	1.41	0.19	0.03	0.05	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NG	2009-05	1.46	7.5	17.5	0.17	3.2	14.1	2.26	6.7	5.95	1.85	0.87	1.63	0.23	0.03	0.03	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-05	1.17	8.25	12.75	0.23	0.94	12.1	2.52	7.3	6.15	1.6	1.3	1.24	0.26	0	0.03	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NG	2009-05	1.26	5.5	10	0.21	1.92	12.5	3.8	6.9	6.45	1.95	0.98	1.2	0.43	0.01	0.17	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-05	1.34	10.5	20	0.19	0.9	14.7	2.34	7.3	6.48	1.9	0.88	1.25	0.24	0.03	0.02	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1
NG	2009-08	1.33	12	12	0.22	1.77	3.36	3.84	9.15	5.62	2.17	1.81	1.4	0.25	0.17	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NG	2009-08	1.41	11	9	0.2	2.76	4.17	4.91	9.61	5.74	2.06	1.86	1.41	0.31	0.19	0.07	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-08	1.46	11.75	9	0.19	1.39	4.58	3.14	9.22	5.82	1.96	1.76	1.22	0.21	0.19	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-08	1.2	6	8.5	0.23	0.71	3.5	4.88	6.94	6.06	1.78	0.88	1.2	0.28	0.12	0.09	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
NG	2009-08	1.27	7.75	10	0.22	0.67	5.39	3.94	7.09	5.96	1.84	0.74	1.3	0.27	0.19	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
NG	2009-08	1.35	5	6.5	0.22	0.84	5.18	4.16	6.78	5.72	1.77	0.79	1.37	0.34	0.19	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-08	1.29	3	4	0.28	0.72	4.91	3.99	7.77	6.19	1.62	1.04	1.08	0.27	0.18	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NG	2009-08	1.19	4.25	6	0.23	0.74	7.07	5.91	8.88	6.27	1.68	1.13	1.12	0.32	0.18	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	4
NG	2009-08	1.28	6.75	8	0.22	0.74	9.51	5.12	7.81	6.59	1.62	1.17	1.16	0.21	0.38	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
NG	2009-12	0.74	6.5	6.5	0.2	3.84	17.2	4.97	8.94	8.5	2.3	2.17	2.96	0.17	0.02	0.09	24	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-12	0.91	18	18	0.18	4.36	7.51	3.28	9.22	9.25	2.02	3.91	2.4	0.17	0.06	0.11	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-12	0.77	4	7	0.28	3.77	9.26	4.78	8.59	9.9	1.96	1.56	2.48	0.21	0.07	0.07	12	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-12	0.89	3.25	6.5	0.2	1.02	1.22	5.62	6.49	7.72	0.78	1.04	3.3	0.3	0.06	0.09	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2009-12	1.13	2.5	7.5	0.27	0.79	9.78	4.69	6.98	7.72	1.12	0.92	3.7	0.18	0.06	0.11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NG	2009-12	1.09	3.25	3.25	0.27	0.67	1	3.09	6.67	7.72	0.85	1.09	2.19	0.27	0.06	0.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NG	2009-12	1.02	8	8.75	0.26	1.75	2.05	5.81	8.16	9.9	1.72	0.08	1.7	0.18	0.06	0.09	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	0	0	0	2
NG	2009-12	1.07	4.75	11.5	0.14	0.94	8.54	6.75	6.97	10.2	1.7	0.08	1.74	0.27	0.06	0.09	0	2	0	1	0	0	1	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	1
NG	2009-12	0.88	6	7.75	0.21	0.67	11.22	6	6.54	11.05	1.89	0.04	2.26	0.23	0.06	0.11	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	5	0	3	4	0	0	21
NG	2010-03	1.3	20	20	0.15	4.12	5.55	1.95	8.91	6.5	2.5	2.1	1.9	0.24	0.35	0.08	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-03	1.34	28	30	0.14	3.92	7.72	3.65	9.18	6.15	1.85	2.15	1.6	0.3	0.21	0.04	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-03	1.35	30	30	0.13	2.72	0	2.44	8.96	6.68	1.12	2.02	2	0.2	0.35	0.06	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
NG	2010-03	1.22	1	3	0.23	0.82	5.45	3.41	6.65	7.13	1.23	0.96	1.66	0.32	0.35	0.08	0	0	1	0	0	0	1	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-03	1.1	5.5	10	0.24	1.04	1.74	6.82	6.4	6.25	1	1.02	2.6	0.41	0.47	0.08	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NG	2010-03	1.16	8	9	0.2	0.68	1.32	1.71	6.51	7.05	0.95	0.89	2.1	0.27	0.39	0.03	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NG	2010-03	0.91	6.5	8	0.22	1.06	1.12	5.36	6.64	10	2.1	1	1.6	0.4	0.48	0.08	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NG	2010-03	0.97	8	10.5	0.3	1.22	9.88	4.87	6.94	9	1.63	0.84	1	0.27	0.36	0.2	1	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	1
NG	2010-03	1.2	9.5	12.5	0.2	1.04	0.91	5.85	6.19	10.6	1.85	0.98	1.3	0.33	0.4	0.04	0	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
NG	2010-06	1.16	4	8.5	0.49	0.55	3.37	8.93	7.45	5.45	1.9	1.74	2.6	0.35	0.15	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NG	2010-06	1.43	1	3	0.33	0.53	14.19	4.35	6.89	6.35	1.9	2.01	2.1	0.51	0.18	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
NG	2010-06	0.9	0.5	3.5	0.64	0.43	12.76	3.28	7.9	5.55	2.05	1.89	2	0.27	0.16	0.11	2	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-06	1.16	9.25	16.75	0.37	0.36	17.17	5.27	7.45	6.33	1.35	1.15	2.03	0.17	0.07	0.09	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-06	1.44	5.5	10.5	0.3	0.35	19.37	4.17	7.21	6	2.65	1.22	1.55	0.21	0.11	0.1	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-06	1.22	8	11.75	0.37	0.44	21.58	4.93	7.46	8	1.5	0.93	1.9	0.27	0.17	0.1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-06	1.33	9.5	15.5	0.31	0.58	2.15	4.76	8.73	6.95	1.33	2.02	1.45	0.26	0.16	0.02	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-06	1.25	4.5	8	0.33	0.55	0	5.66	8.46	9.35	1.3	1.35	1.4	0.28	0.25	0.1	0	11	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
NG	2010-06	1.23	2.5	8	0.35	0.4	0	6.85	7.29	8.55	1.4	1.4	1.66	0.37	0.13	0.15	4	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3
NG	2010-09	1.33	1.5	6	0.29	0.28	8.65	2.15	7.85	6	1.9	2	1.4	0.17	0.18	0.03	7	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-09	1.33	1	1	0.28	0.23	5.73	7.33	6.67	5.15	2.05	1.9	1.93	0.42	0.23	0.05	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10
NG	2010-09	1.12	1	1	0.47	0.21	16.87	4.8	7.17	5.65	1.6	1.9	3.1	0.19	0.22	0.08	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-09	1.13	13	11	0.38	0.27	7.75	5.06	6.93	5.95	2.5	0.96	1.66	0.27	0.15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-09	1.16	7.5	14	0.35	0.24	2.18	4.3	7.09	7.7	1.18	0.95	1.9	0.18	0.19	0.06	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-09	1.3	4	6.5	0.31	0.15	1.55	3.54	7.03	6.1	1.6	1.1	2	0.3	0.15	0.02	3	20	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
NG	2010-09	1.24	5.5	9.5	0.3	0.32	4.55	5.69	8.29	8.5	1.33	0.98	2.03	0.14	0.17	0.1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NG	2010-09	1.33	1.5	6	0.26	0.24	4.41	4.05	7.56	8.18	1.39	2.1	1.15	0.17	0.16	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NG	2010-09	1.15	3.5	8.5	0.31	0.23	4.75	4.17	8.14	7.8	1.39	1.9	1.7	0.17	0.19	0.04	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
NG	2010-12	0.96	23	30	0.62	0.49	4.48	2.72	6.59	5	2.15	1.65	1.6	0.21	0.15	0.03	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-12	1.29	16	15.5	0.12	0.34	0.3	2.51	7.03	5.65	2.03	1.66	2.45	0.23	0.17	0.02	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NG	2010-12	1.06	15.5	12.5	0.23	0.36	4.75	2.3	7.15	5.1	2.05	1.8	2.9	0.17	0.13	0.03	0	18	32	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NG	2010-12	1.1	12	22	0.17	0.42	3.64	3.77	6.34	6.55	2.15	0.89	1.89	0.24	0.16	0.02	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NG	2010-12	0.81	23	0	0.11	0.42	3.92	2.72	6.67	5.48	1.33	0.98	2.3	0.2	0.15	0.02	1	25	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NG	2010-12	1.4	8	10	0.26	0.54	4.94	2.93	6.57	6.78	1.7	1.6	2.1	0.22	0.17	0.03	0	4	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	19	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NG	2010-12	1.12	23	0	0.12	0.31	9.35	6.28	6.07	7.1	1.45	1.8	1.23	0.27	0.14	0.02	0	24	0	0	0	0	1	0	0	0	0	218	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2
NG	2010-12	1.22	17	23.5	0.12	0.29	7.63	4.61	6.55	8.45	1.03	1.43	1.98	0.26	0.15	0.03	0	28	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	1
NG	2010-12	1.34	15	20.5	0.14	0.29	9.3	6.07	6.38	8.65	1	1.65	1.98	0.42	0.11	0.03	21	30	25	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	3	4	0	0	21
CG	2009-02	0.99	0	1.5	0.26	1.13	9.78	2.73	5.57	5.1	1.6	0.48	1.02	0.37	0.29	0.07	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-02	1.09	0	0	0.29	1.28	26.77	2.34	6.34	4.65	2.05	0.43	1.5	0.28	0.34	0.11	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-02	1.17	0	0	0.26	1.04	6.49	2.61	5.39	2.8	2.1	0.5	1	0.29	0.34	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CG	2009-02	0.97	1.5	4	0.25	1.17	21.47	3.11	5.05	5.5	1.83	0.78	1.3	0.31	0.45	0.08	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-02	1.11	1.25	3	0.28	1.2	17.18	2.2	5.8	5.05	1.66	0.76	1	0.4	0.34	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-02	0.97	0	1.25	0.28	1.08	20.88	2.24	4.71	5.3	1.55	0.85	1.6	0.23	0.34	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-02	1.05	0.5	2.5	0.24	1.12	17.18	2.56	5.18	6	2	0.74	1.62	0.43	0.38	0.05	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-02	1.04	0.5	1	0.29	1.08	8.68	2.15	5.07	5.15	1.85	0.74	1.8	0.33	0.1	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-02	1	0	0.5	0.27	1.28	12.11	2.25	5.34	5.3	1.78	0.87	1.89	0.33	0.34	0.11	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-05	1.12	0	4.5	0.21	0.76	12.53	2.61	6.45	5.35	1.55	0.49	1.2	0.36	0.06	0.03	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-05	1.01	5.5	12.5	0.14	0.61	13.65	2.31	6.37	5.28	1.61	0.52	1.24	0.32	0.02	0.04	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-05	1.05	4.5	9	0.19	0.94	12.91	2.4	6.47	5.5	1.82	0.47	1.32	0.36	0.05	0.1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-05	1.16	7	17.5	0.23	1.06	9.23	2.51	6.65	5.45	1.63	0.62	1.1	0.41	0.07	0.06	1	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-05	1.06	3	20	0.13	1.08	10.93	2.46	6.41	5.29	1.99	0.78	1.3	0.34	0.07	0.1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-05	1.12	3	11.5	0.27	1.2	12.1	2.91	6.52	4.65	1.57	0.9	1.45	0.35	0.06	0.11	0	13	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	9	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-05	1.14	1	4	0.24	1.04	9.7	2.37	5.81	5.5	2	0.95	1	0.36	0.07	0.04	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG	2009-05	0.94	1	1.5	0.25	0.82	8.29	2.39	6.07	5.1	1.85	0.93	1.23	0.46	0.04	0.22	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
